data,miasto,sklep,kategoria,towar,cena,sztuk
2015-04-06,Radom,Zawadzki,szkolno-biurowe,długopis,1.49,127
2016-11-16,Gdańsk,Socha,szkolno-biurowe,plastelina,2.99,336
2015-02-11,Radom,Grycuk,meble,krzesło obrotowe,69.00,3
2015-02-26,Gdańsk,Żurek,szkolno-biurowe,dziurkacz,7.50,101
2015-04-24,Gdańsk,Krupa,wyposażenie szkolne,gąbka,4.00,213
2015-09-09,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,3
2015-03-15,Białystok,Pietrasiuk,meble,biurko,149.99,4
2016-04-23,Gdańsk,Krupa,szkolno-biurowe,dziurkacz,7.50,200
2016-08-12,Radom,Arendt,wyposażenie szkolne,tablica,590.00,2
2016-10-24,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,125
2015-10-19,Białystok,Pietrasiuk,szkolno-biurowe,dziurkacz,7.50,23
2015-05-17,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,29
2017-02-27,Radom,Zawadzki,meble,krzesło obrotowe,69.00,6
2017-02-22,Radom,Czarnecki,wyposażenie szkolne,gąbka,4.00,63
2016-10-02,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,2
2016-01-07,Poznań,Borowik,meble,krzesło obrotowe,69.00,7
2015-12-22,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,2
2016-05-11,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,56
2015-09-22,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,3
2015-12-14,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,1
2016-07-28,Katowice,Gaińska,wyposażenie szkolne,kreda,5.00,353
2017-05-05,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,458
2017-01-15,Gdańsk,Socha,szkolno-biurowe,dziurkacz,7.50,162
2016-12-07,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,213
2017-01-07,Gdańsk,Socha,szkolno-biurowe,plastelina,2.99,42
2014-11-09,Radom,Arendt,meble,krzesło obrotowe,69.00,15
2017-02-25,Kraków,Dudek,szkolno-biurowe,dziurkacz,7.50,52
2015-02-28,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,126
2015-01-02,Katowice,Gaińska,meble,biurko,149.99,13
2016-05-16,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,5
2016-07-13,Białystok,Pietrasiuk,szkolno-biurowe,dziurkacz,7.50,3
2016-07-09,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,59
2016-08-09,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,2
2015-04-05,Łódź,Kaczmarek,szkolno-biurowe,plastelina,2.99,273
2016-02-11,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,26
2014-11-03,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,4
2015-10-26,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,11
2015-05-03,Kraków,Kozłowski,szkolno-biurowe,flamaster,0.99,189
2015-12-24,Radom,Zawadzki,szkolno-biurowe,długopis,1.49,10
2015-10-26,Kraków,Dudek,meble,krzesło obrotowe,69.00,7
2016-12-21,Radom,Zawadzki,meble,biurko,149.99,8
2014-11-05,Poznań,Romanowski,meble,krzesło obrotowe,69.00,22
2016-01-15,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,226
2016-07-01,Poznań,Romanowski,szkolno-biurowe,flamaster,0.99,258
2014-11-07,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,68
2014-12-04,Radom,Czarnecki,meble,krzesło obrotowe,69.00,1
2016-11-18,Katowice,Gaińska,meble,biurko,149.99,13
2016-03-18,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,133
2015-08-04,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,2
2016-09-02,Radom,Czarnecki,meble,krzesło obrotowe,69.00,13
2017-03-08,Katowice,Gaińska,meble,krzesło obrotowe,69.00,6
2017-04-29,Katowice,Gaińska,szkolno-biurowe,plastelina,2.99,421
2017-03-18,Poznań,Romanowski,wyposażenie szkolne,kreda,5.00,133
2016-08-12,Radom,Grycuk,wyposażenie szkolne,tablica,590.00,1
2015-10-14,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,67
2017-02-27,Gdańsk,Socha,szkolno-biurowe,dziurkacz,7.50,9
2016-12-24,Kraków,Sikorski,wyposażenie szkolne,kreda,5.00,208
2016-01-14,Poznań,Borowik,szkolno-biurowe,długopis,1.49,139
2015-08-20,Katowice,Gaińska,meble,biurko,149.99,20
2014-10-30,Kraków,Wróbel,wyposażenie szkolne,kreda,5.00,231
2016-10-07,Warszawa,Malinowski,meble,biurko,149.99,14
2015-06-21,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,19
2017-01-13,Łódź,Kaczmarski,szkolno-biurowe,dziurkacz,7.50,93
2016-06-02,Katowice,Jankowski,meble,krzesło obrotowe,69.00,2
2015-09-05,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,1
2016-12-06,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,22
2016-12-20,Radom,Czarnecki,wyposażenie szkolne,tablica,590.00,1
2015-02-11,Radom,Czarnecki,wyposażenie szkolne,tablica,590.00,2
2016-04-22,Radom,Zawadzki,meble,krzesło obrotowe,69.00,2
2015-07-21,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,16
2017-01-03,Łódź,Kaczmarek,wyposażenie szkolne,tablica,590.00,2
2016-08-30,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,2
2015-04-16,Warszawa,Malinowski,meble,biurko,149.99,4
2015-04-30,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,23
2015-08-24,Radom,Arendt,meble,krzesło obrotowe,69.00,15
2015-08-16,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,7
2016-08-26,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,253
2015-05-17,Kraków,Sikorski,meble,biurko,149.99,1
2015-09-26,Kraków,Wróbel,meble,krzesło obrotowe,69.00,17
2015-11-18,Radom,Zawadzki,meble,krzesło obrotowe,69.00,1
2016-05-08,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,92
2017-03-26,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,36
2017-03-30,Gdańsk,Żurek,meble,biurko,149.99,5
2015-01-05,Poznań,Szewczyk,meble,biurko,149.99,2
2015-08-06,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,50
2016-07-22,Warszawa,Stefaniak,meble,biurko,149.99,20
2015-03-11,Kraków,Dudek,szkolno-biurowe,plastelina,2.99,21
2016-12-31,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,5
2015-07-15,Łódź,Wdowiak,meble,biurko,149.99,3
2014-12-09,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,45
2016-07-19,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,82
2017-03-15,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2016-05-02,Katowice,Michalak,wyposażenie szkolne,gąbka,4.00,25
2015-05-05,Radom,Zawadzki,szkolno-biurowe,flamaster,0.99,58
2016-09-22,Łódź,Kaczmarski,wyposażenie szkolne,kreda,5.00,101
2016-09-10,Radom,Czarnecki,wyposażenie szkolne,tablica,590.00,2
2016-04-13,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,121
2014-12-28,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,251
2014-10-24,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,239
2016-05-28,Gdańsk,Krupa,meble,biurko,149.99,2
2016-12-18,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2015-02-21,Łódź,Kaczmarek,wyposażenie szkolne,gąbka,4.00,215
2017-04-18,Kraków,Dudek,meble,krzesło obrotowe,69.00,9
2016-01-09,Poznań,Szewczyk,szkolno-biurowe,długopis,1.49,55
2016-12-02,Gdańsk,Skiba,meble,biurko,149.99,15
2016-04-30,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,44
2016-03-21,Katowice,Michalak,meble,biurko,149.99,18
2016-10-07,Łódź,Kaczmarski,meble,biurko,149.99,9
2016-08-05,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2015-08-18,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,3
2014-11-21,Katowice,Gaińska,szkolno-biurowe,dziurkacz,7.50,247
2015-08-20,Radom,Czarnecki,szkolno-biurowe,dziurkacz,7.50,28
2016-03-11,Kraków,Sikorski,szkolno-biurowe,plastelina,2.99,201
2015-09-28,Łódź,Kaczmarek,szkolno-biurowe,plastelina,2.99,166
2016-03-14,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,3
2014-12-09,Katowice,Jankowski,szkolno-biurowe,plastelina,2.99,500
2014-12-08,Białystok,Pietrasiuk,meble,biurko,149.99,1
2015-06-16,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,149
2016-04-18,Radom,Zawadzki,meble,krzesło obrotowe,69.00,15
2014-12-25,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,2
2015-07-09,Radom,Czarnecki,meble,krzesło obrotowe,69.00,8
2017-03-19,Poznań,Borowik,szkolno-biurowe,plastelina,2.99,299
2017-02-27,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,27
2015-08-15,Łódź,Kaczmarek,meble,biurko,149.99,6
2016-10-22,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,80
2016-08-24,Kraków,Sikorski,wyposażenie szkolne,gąbka,4.00,150
2016-03-09,Warszawa,Malinowski,meble,biurko,149.99,2
2017-05-04,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,62
2016-10-12,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,96
2016-08-23,Gdańsk,Żurek,szkolno-biurowe,plastelina,2.99,293
2017-02-21,Radom,Grycuk,szkolno-biurowe,długopis,1.49,74
2014-10-27,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,87
2016-11-30,Łódź,Wdowiak,wyposażenie szkolne,gąbka,4.00,149
2016-11-28,Łódź,Kaczmarek,wyposażenie szkolne,kreda,5.00,88
2015-03-27,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,65
2015-12-12,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,108
2016-07-17,Poznań,Szewczyk,szkolno-biurowe,plastelina,2.99,315
2015-10-22,Warszawa,Stefaniak,szkolno-biurowe,dziurkacz,7.50,258
2015-07-30,Poznań,Szewczyk,szkolno-biurowe,dziurkacz,7.50,127
2015-11-19,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,179
2017-04-05,Poznań,Szewczyk,meble,biurko,149.99,9
2015-03-10,Katowice,Michalak,meble,krzesło obrotowe,69.00,31
2016-07-05,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2016-04-24,Warszawa,Stefaniak,szkolno-biurowe,dziurkacz,7.50,278
2016-06-08,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,23
2014-11-23,Kraków,Dudek,szkolno-biurowe,długopis,1.49,125
2015-07-07,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,2
2015-06-20,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,2
2016-08-13,Katowice,Gaińska,meble,biurko,149.99,15
2017-02-14,Kraków,Wróbel,szkolno-biurowe,dziurkacz,7.50,118
2016-09-08,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,73
2017-03-25,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,476
2015-10-01,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,48
2016-04-17,Katowice,Michalak,meble,krzesło obrotowe,69.00,16
2014-12-11,Poznań,Borowik,meble,biurko,149.99,14
2016-08-19,Radom,Arendt,wyposażenie szkolne,tablica,590.00,2
2016-08-16,Białystok,Pietrasiuk,szkolno-biurowe,flamaster,0.99,59
2015-04-16,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,10
2016-12-29,Katowice,Jankowski,meble,biurko,149.99,12
2016-04-09,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,12
2015-10-20,Kraków,Kozłowski,wyposażenie szkolne,gąbka,4.00,123
2015-04-23,Gdańsk,Krupa,szkolno-biurowe,plastelina,2.99,250
2016-04-16,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,58
2015-02-07,Poznań,Romanowski,meble,biurko,149.99,5
2016-03-29,Gdańsk,Socha,szkolno-biurowe,flamaster,0.99,19
2016-12-31,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,6
2016-06-20,Warszawa,Malinowski,szkolno-biurowe,flamaster,0.99,69
2014-10-20,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,445
2015-09-24,Kraków,Wróbel,meble,krzesło obrotowe,69.00,11
2016-07-08,Łódź,Wdowiak,szkolno-biurowe,plastelina,2.99,78
2015-01-29,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,151
2016-11-07,Poznań,Romanowski,szkolno-biurowe,dziurkacz,7.50,115
2014-10-26,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,1
2017-01-19,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,302
2016-08-03,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,41
2015-06-17,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,4
2014-11-10,Radom,Grycuk,meble,krzesło obrotowe,69.00,3
2017-03-16,Kraków,Dudek,wyposażenie szkolne,gąbka,4.00,127
2015-07-02,Poznań,Romanowski,szkolno-biurowe,flamaster,0.99,187
2016-11-19,Radom,Arendt,szkolno-biurowe,długopis,1.49,43
2015-04-05,Warszawa,Malinowski,meble,biurko,149.99,13
2015-11-05,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,3
2016-06-22,Poznań,Szewczyk,meble,biurko,149.99,12
2015-12-25,Poznań,Borowik,meble,biurko,149.99,15
2017-02-15,Warszawa,Stefaniak,meble,biurko,149.99,22
2016-10-29,Katowice,Gaińska,meble,krzesło obrotowe,69.00,35
2015-08-25,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,464
2015-10-21,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,572
2016-04-03,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,6
2016-07-10,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,2
2016-08-26,Poznań,Szewczyk,szkolno-biurowe,plastelina,2.99,206
2016-05-18,Kraków,Kozłowski,szkolno-biurowe,długopis,1.49,94
2014-12-30,Poznań,Borowik,meble,krzesło obrotowe,69.00,15
2017-04-03,Katowice,Michalak,szkolno-biurowe,długopis,1.49,73
2016-11-05,Katowice,Gaińska,szkolno-biurowe,plastelina,2.99,65
2015-04-30,Kraków,Wróbel,wyposażenie szkolne,kreda,5.00,249
2016-07-07,Radom,Grycuk,szkolno-biurowe,flamaster,0.99,108
2016-01-11,Łódź,Kaczmarski,meble,biurko,149.99,8
2015-05-19,Katowice,Michalak,szkolno-biurowe,długopis,1.49,199
2015-09-30,Białystok,Pietrasiuk,meble,biurko,149.99,1
2015-08-31,Kraków,Dudek,meble,biurko,149.99,2
2016-12-03,Radom,Czarnecki,meble,krzesło obrotowe,69.00,6
2015-10-31,Radom,Czarnecki,meble,biurko,149.99,4
2015-09-23,Kraków,Wróbel,szkolno-biurowe,plastelina,2.99,28
2014-12-15,Radom,Czarnecki,szkolno-biurowe,długopis,1.49,57
2016-01-25,Białystok,Podsiadło,szkolno-biurowe,długopis,1.49,35
2016-01-26,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,384
2016-06-24,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,14
2015-08-25,Kraków,Sikorski,wyposażenie szkolne,kreda,5.00,158
2016-07-08,Radom,Grycuk,wyposażenie szkolne,gąbka,4.00,114
2016-01-02,Poznań,Romanowski,meble,biurko,149.99,13
2017-03-21,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,48
2016-01-02,Gdańsk,Socha,meble,krzesło obrotowe,69.00,20
2014-10-13,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,43
2015-10-27,Białystok,Pietrasiuk,meble,biurko,149.99,1
2015-09-23,Radom,Czarnecki,meble,krzesło obrotowe,69.00,13
2016-12-25,Radom,Czarnecki,szkolno-biurowe,długopis,1.49,138
2016-08-19,Radom,Czarnecki,szkolno-biurowe,dziurkacz,7.50,65
2016-04-12,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,23
2014-10-12,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,67
2014-11-03,Poznań,Borowik,meble,krzesło obrotowe,69.00,4
2016-09-28,Poznań,Borowik,meble,biurko,149.99,8
2017-02-05,Kraków,Dudek,meble,krzesło obrotowe,69.00,12
2017-01-08,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,2
2016-04-09,Gdańsk,Skiba,szkolno-biurowe,plastelina,2.99,135
2015-02-21,Łódź,Kaczmarski,meble,biurko,149.99,4
2015-09-16,Poznań,Borowik,meble,biurko,149.99,9
2016-11-18,Białystok,Pietrasiuk,meble,biurko,149.99,2
2014-10-28,Radom,Czarnecki,wyposażenie szkolne,kreda,5.00,118
2016-02-11,Kraków,Wróbel,szkolno-biurowe,dziurkacz,7.50,111
2016-06-18,Kraków,Wróbel,szkolno-biurowe,dziurkacz,7.50,37
2016-01-10,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,9
2015-11-27,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,171
2016-09-06,Poznań,Borowik,wyposażenie szkolne,gąbka,4.00,17
2017-03-08,Poznań,Romanowski,meble,krzesło obrotowe,69.00,3
2015-02-08,Katowice,Gaińska,meble,biurko,149.99,6
2016-01-30,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,17
2016-05-08,Katowice,Jankowski,meble,krzesło obrotowe,69.00,36
2016-01-11,Katowice,Michalak,szkolno-biurowe,plastelina,2.99,390
2015-04-29,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,5
2017-01-21,Kraków,Wróbel,meble,krzesło obrotowe,69.00,3
2016-02-16,Łódź,Wdowiak,wyposażenie szkolne,kreda,5.00,165
2016-12-07,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,514
2016-06-15,Radom,Grycuk,meble,biurko,149.99,6
2015-03-23,Poznań,Romanowski,szkolno-biurowe,dziurkacz,7.50,55
2014-10-15,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,196
2016-08-09,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,1
2015-04-08,Katowice,Jankowski,szkolno-biurowe,długopis,1.49,174
2016-07-30,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,141
2015-09-01,Radom,Arendt,meble,krzesło obrotowe,69.00,2
2015-06-06,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,153
2016-06-03,Katowice,Michalak,meble,biurko,149.99,3
2017-01-23,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,4
2014-11-07,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,237
2014-10-23,Katowice,Michalak,meble,krzesło obrotowe,69.00,17
2017-03-18,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,283
2016-07-23,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,4
2015-05-26,Poznań,Borowik,meble,biurko,149.99,7
2016-06-07,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,4
2015-10-21,Poznań,Borowik,wyposażenie szkolne,gąbka,4.00,9
2016-05-09,Gdańsk,Socha,meble,krzesło obrotowe,69.00,3
2016-04-01,Gdańsk,Socha,meble,biurko,149.99,6
2015-12-27,Radom,Grycuk,szkolno-biurowe,dziurkacz,7.50,62
2016-02-17,Katowice,Gaińska,wyposażenie szkolne,kreda,5.00,304
2016-09-08,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,10
2016-05-21,Kraków,Kozłowski,szkolno-biurowe,flamaster,0.99,145
2015-12-03,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,4
2016-06-30,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,1
2015-06-15,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,42
2014-11-07,Białystok,Podsiadło,meble,biurko,149.99,3
2015-06-01,Radom,Arendt,wyposażenie szkolne,gąbka,4.00,58
2016-09-03,Gdańsk,Skiba,szkolno-biurowe,dziurkacz,7.50,97
2014-12-03,Białystok,Pietrasiuk,szkolno-biurowe,flamaster,0.99,1
2016-05-29,Radom,Czarnecki,szkolno-biurowe,flamaster,0.99,14
2017-03-23,Gdańsk,Krupa,wyposażenie szkolne,tablica,590.00,2
2017-01-01,Katowice,Michalak,meble,krzesło obrotowe,69.00,18
2015-01-21,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,227
2017-04-06,Radom,Czarnecki,szkolno-biurowe,flamaster,0.99,114
2015-02-22,Gdańsk,Skiba,szkolno-biurowe,długopis,1.49,160
2014-12-29,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,85
2016-04-13,Kraków,Sikorski,meble,biurko,149.99,12
2016-07-24,Kraków,Wróbel,meble,krzesło obrotowe,69.00,12
2017-04-06,Radom,Zawadzki,szkolno-biurowe,flamaster,0.99,50
2017-01-29,Łódź,Kaczmarek,meble,biurko,149.99,7
2015-12-09,Kraków,Wróbel,meble,biurko,149.99,1
2017-01-20,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,115
2015-03-15,Białystok,Pietrasiuk,szkolno-biurowe,dziurkacz,7.50,45
2015-12-30,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,5
2016-08-10,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,167
2016-08-12,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,5
2017-03-22,Radom,Zawadzki,szkolno-biurowe,dziurkacz,7.50,92
2015-04-20,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,192
2015-09-03,Poznań,Romanowski,szkolno-biurowe,flamaster,0.99,66
2016-10-03,Kraków,Sikorski,szkolno-biurowe,flamaster,0.99,75
2015-03-08,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,352
2015-10-10,Gdańsk,Skiba,szkolno-biurowe,długopis,1.49,123
2016-07-18,Radom,Czarnecki,szkolno-biurowe,plastelina,2.99,87
2016-03-16,Kraków,Dudek,meble,biurko,149.99,11
2017-03-07,Katowice,Michalak,meble,biurko,149.99,7
2016-02-26,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,10
2015-08-22,Katowice,Michalak,meble,krzesło obrotowe,69.00,8
2016-09-01,Kraków,Kozłowski,szkolno-biurowe,długopis,1.49,167
2015-01-27,Katowice,Jankowski,meble,krzesło obrotowe,69.00,26
2016-09-07,Gdańsk,Żurek,wyposażenie szkolne,gąbka,4.00,270
2016-06-04,Kraków,Wróbel,wyposażenie szkolne,tablica,590.00,3
2016-06-07,Warszawa,Malinowski,meble,biurko,149.99,20
2016-01-03,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,242
2016-07-21,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,99
2016-02-07,Gdańsk,Skiba,szkolno-biurowe,flamaster,0.99,165
2015-12-31,Gdańsk,Socha,meble,biurko,149.99,12
2016-06-07,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,1
2016-01-06,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,22
2016-09-12,Łódź,Kaczmarski,szkolno-biurowe,plastelina,2.99,198
2017-03-12,Radom,Grycuk,szkolno-biurowe,flamaster,0.99,111
2016-08-20,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,379
2016-05-13,Kraków,Sikorski,meble,biurko,149.99,8
2016-10-11,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,4
2016-05-01,Łódź,Wdowiak,wyposażenie szkolne,kreda,5.00,235
2014-10-13,Radom,Czarnecki,meble,biurko,149.99,7
2017-02-24,Radom,Czarnecki,wyposażenie szkolne,gąbka,4.00,10
2015-07-04,Łódź,Kaczmarek,meble,biurko,149.99,9
2016-06-09,Katowice,Gaińska,szkolno-biurowe,plastelina,2.99,102
2014-11-05,Radom,Grycuk,szkolno-biurowe,długopis,1.49,52
2017-05-08,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,2
2016-05-12,Białystok,Pietrasiuk,meble,biurko,149.99,3
2015-03-26,Łódź,Kaczmarek,szkolno-biurowe,flamaster,0.99,47
2015-03-04,Warszawa,Stefaniak,meble,biurko,149.99,3
2015-07-20,Radom,Zawadzki,szkolno-biurowe,plastelina,2.99,154
2016-02-11,Radom,Zawadzki,meble,biurko,149.99,7
2015-03-18,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,218
2016-10-28,Radom,Czarnecki,szkolno-biurowe,dziurkacz,7.50,71
2014-10-15,Katowice,Jankowski,meble,biurko,149.99,2
2015-05-07,Łódź,Wdowiak,wyposażenie szkolne,kreda,5.00,109
2017-02-25,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,123
2017-03-02,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,24
2016-09-29,Kraków,Sikorski,meble,biurko,149.99,9
2017-02-26,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,46
2016-08-06,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,1
2017-03-07,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,25
2016-01-03,Kraków,Wróbel,meble,biurko,149.99,1
2016-01-03,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,4
2016-12-06,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,3
2015-09-06,Kraków,Dudek,meble,biurko,149.99,7
2016-02-21,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,4
2016-06-07,Radom,Grycuk,szkolno-biurowe,dziurkacz,7.50,81
2015-07-01,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,1
2015-04-01,Gdańsk,Socha,szkolno-biurowe,flamaster,0.99,29
2016-10-23,Gdańsk,Żurek,szkolno-biurowe,plastelina,2.99,385
2015-07-01,Poznań,Romanowski,meble,krzesło obrotowe,69.00,6
2015-12-04,Radom,Czarnecki,meble,biurko,149.99,8
2015-10-20,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,1
2014-11-10,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,40
2015-01-19,Łódź,Wdowiak,meble,biurko,149.99,11
2015-07-10,Gdańsk,Krupa,meble,biurko,149.99,16
2015-08-04,Gdańsk,Żurek,szkolno-biurowe,długopis,1.49,59
2016-11-14,Katowice,Gaińska,szkolno-biurowe,długopis,1.49,259
2016-08-16,Radom,Arendt,szkolno-biurowe,dziurkacz,7.50,38
2015-01-29,Kraków,Sikorski,meble,krzesło obrotowe,69.00,14
2016-10-13,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,5
2016-01-24,Radom,Grycuk,wyposażenie szkolne,tablica,590.00,2
2015-09-06,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,43
2016-09-14,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,2
2015-09-22,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,3
2017-04-09,Gdańsk,Krupa,szkolno-biurowe,długopis,1.49,180
2016-09-17,Radom,Arendt,wyposażenie szkolne,gąbka,4.00,31
2015-11-12,Poznań,Romanowski,szkolno-biurowe,flamaster,0.99,309
2015-06-10,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,20
